field_x,field_y,index_ra,index_dec,field_ra,field_dec,match_weight,mag_auto,flux_auto
2394.5580066216135,910.9235735266589,0.09947500775947571,26.918230844110653,0.0918471937063738,26.903314196786518,0.9973565950446831,-9.140159606933594,4529.6416015625
1890.6379141667817,1296.1608077933274,0.12907307691427067,59.55973556607644,0.1826479511122325,59.54296277470556,0.9883562675194104,-8.717942237854004,3070.271240234375
2096.0570124007886,1107.8747755724082,0.18175360753765904,45.25333249122479,0.18701463946860958,45.255582709382814,0.9911854942258382,-8.86168384552002,3504.8837890625
1870.3908920144838,1321.1928102713296,0.40424775916184824,61.22280276863089,0.46552674419307816,61.20933874691446,0.9866405484997961,-9.425275802612305,5889.931640625
2142.4691307232656,1075.8931466207723,0.4326905706543041,42.367148886710616,0.4384726875260207,42.379596525634426,0.9920659789613511,-9.431497573852539,5923.7822265625
2941.5763880016148,729.4181380325698,0.45599082038666666,-3.0274802738487816,0.4860433634746076,-2.98325593069711,0.9953531600340777,-10.41657543182373,14676.755859375
2998.5089708573532,721.3372010688662,0.48997278653146364,-6.013975825713043,0.48970740871070756,-6.0132287898372265,0.9988471478981518,-10.659163475036621,18351.234375
2395.301848059585,917.8653346180843,0.5403080727950766,27.084399181374643,0.5436676531753253,27.0666352548133,0.9973677082373492,-9.877695083618164,8934.6591796875
3448.018966196254,739.0795958337635,0.5829791720066043,-29.720446668655462,0.5898955974531406,-29.730096867567305,0.9982538642149351,-9.754983901977539,7979.8251953125
2728.3491529596804,781.7573588269379,0.6239763786752986,8.485575001730178,0.6334271753898442,8.477514577548634,0.9996804389661179,-9.782905578613281,8187.70361328125
3343.7299004980896,723.9778666979171,0.7825830550566645,-24.145136380247923,0.7412120580438311,-24.09890861288544,0.9885739559184108,-8.704285621643066,3031.895751953125
3203.0416449673785,719.5956946430797,1.0823469501356668,-16.528896681344584,1.110007328771402,-16.498613531728676,0.9961756800520664,-9.03210163116455,4100.53759765625
3441.4493966875643,745.4449759697739,1.0845797319004227,-29.26882916603884,1.0953332885878488,-29.239811410435,0.9971660047254634,-8.00218677520752,1588.089111328125
3088.926644981633,723.0093927825627,1.1255108376893375,-10.509494436734416,1.1126741572933816,-10.515362358197594,0.9990552530950831,-9.939066886901855,9454.2392578125
2152.1086804074494,1078.992162906415,1.1524810951392757,42.09256194417644,1.115598320338216,42.074226483099075,0.991845227912315,-9.761072158813477,8024.69873046875
2273.437689831092,1000.6476007742895,1.2218563944346386,34.65955500231714,1.2820215890918565,34.66810226062995,0.9916323433783923,-9.687121391296387,7496.328125
2407.4464342222154,922.6836883954711,1.2330464013451203,26.648799729664436,1.2206752778413417,26.67241158847948,0.9965351388931072,-9.590961456298828,6860.953125
1872.7120108461518,1327.977961421139,1.275555823746816,61.313965004669036,1.3168128822561727,61.30837963238442,0.9879386245085583,-9.310494422912598,5299.044921875
2999.654498406065,735.3801398427827,1.333937226553376,-5.707823069651792,1.3531911026632957,-5.712271686933273,0.9984648006820028,-10.27676773071289,12903.4912109375
2644.517148803053,822.2836057922968,1.4247355627139848,13.39628139060434,1.4375910985002194,13.407551392202341,0.9995297766255403,-10.054450988769531,10514.2998046875
2445.205940954664,907.8617906296832,1.4862891643753655,24.569042772927556,1.4515262707014063,24.596946199428597,0.9929816830996969,-8.965222358703613,3855.57421875
1912.7942110470526,1289.3404839705981,1.5648113768103216,58.43669275534425,1.4868844812860984,58.458300117452154,0.988897169554401,-9.751455307006836,7953.93896484375
